line,verse,part,text
74,19,3,จึงเห็นท้าวพรหมทัตกระษัตรา
75,19,4,พาคณาสาวสนมออกชมดง
76,20,1,กับลูกรักอัคเรศบนรถแก้ว
77,20,2,ให้ผ่องแผ้วชื่นชมสมประสงค์
78,20,3,จะแปลงเป็นนางกระษัตริย์ให้หยัดยง
79,20,4,ไปด้วยองค์กระษัตราในธานี
80,21,1,ยุให้ฆ่าลูกรักกับอัคเรศ
81,21,2,ไปนิเวศน์จะได้เป็นมเหสี
82,21,3,ให้ลืมไอ้เงาะป่าผู้สามี
83,21,4,ยักขินีเนรมิตด้วยฤทธา
84,22,1,เป็นกวางทองย่องหยัดสะบัดย่าง
85,22,2,เอี่ยมสำอางออกจากชะวากผา
86,22,3,โผนทะยานผ่านช้างกระษัตรา
87,22,4,กิริยาผันผกเหมือนตกใจ
88,23,1,จักรพงศ์ทรงคชสารกล้า
89,23,2,เห็นพญากวางทองอันผ่องใส
90,23,3,ให้มีจิตพิศวาสเพียงขาดใจ
91,23,4,จะสั่งใช้โยธาจะช้าการ
92,24,1,พระโจนจากไอยราผวาวิ่ง
93,24,2,มาขึ้นมิ่งมโนมัยด้วยใจหาญ
94,24,3,ขยับองค์ลงแส้อาชาชาญ
95,24,4,ม้าทะยานตามกวางมากลางไพร
96,25,1,พวกพหลพลขันธ์พากันวิ่ง
97,25,2,มาตามมิ่งม้าที่นั่งสนั่นไหว
98,25,3,บ้างบุกแฝกแหวกคาถลาไป
99,25,4,พลาดไถลล้มเกลือกลงเสือกคราง
100,26,1,บ้างตกนํ้าข้ามละหานทะยานโผน
101,26,2,ลงเหยียบโคลนล้มควํ่าลงตํ้าผาง
102,26,3,ที่หนามตำคลำหนามมาตามทาง
103,26,4,ทั้งม้าช้างรีบกันกระชั้นมา
104,27,1,กวางจำแลงแกล้งล่อให้ท้าวไล่
105,27,2,ครั้นเข้าใกล้กลับกระโดดโลดถลา
106,27,3,แต่หวิดหวิดติดพันกระชั้นมา
107,27,4,จนลับตาพวกพหลพลไกร
108,28,1,ถึงเขาขวางหว่างโขดสันโดษเปลี่ยว
109,28,2,กวางก็เลี้ยวเข้าริมเทินเนินไศล
110,28,3,กลับเป็นยักษ์ยืนขวางอยู่กลางไพร
111,28,4,ทั้งสูงใหญ่แยกเขี้ยวคำรามรณ
112,29,1,กระเดาะปากถากถางท้าวพรหมทัต
113,29,2,เป็นกระษัตริย์โง่เง่าเฉาฉงน
114,29,3,ไม่รู้เท่าลูกเมียจะเสียตน
115,29,4,เขาแต่งกลให้เราพาเอามากิน
116,30,1,ดูน่าอายตายเปล่าไม่เข้าเรื่อง
117,30,2,มาปลดเปลื้องบรรลัยอยู่ไพรสัณฑ์
118,30,3,สงสารกรุงกระษัตราเจ้าธานิน
119,30,4,ท้าวเธอสิ้นสมประดีไม่มีใจ
120,31,1,ให้คิดแค้นลูกรักกับอัคเรศ
121,31,2,ชลเนตรซึมโซมชโลมไหล
122,31,3,สิ้นกำลังลงกับหลังอาชาไนย
123,31,4,มโนมัยก็ถลาสลบลง
124,32,1,กรุงกระษัตริย์อัสดรอนาถนิ่ง
125,32,2,อียักษ์ยิ่งชื่นชมสมประสงค์
126,32,3,ฉีกอาชากินพลางที่กลางดง
127,32,4,ไม่หลอหลงจนชั้นเลือดก็เลียกิน
128,33,1,แล้วลูบจอมจักรพงศ์ด้วยสงสัย
129,33,2,รู้ว่าไม่ม้วยมุดสุดถวิล
130,33,3,จึงลงล้างกายาในวาริน
131,33,4,ให้หมดสิ้นโลหิตที่ติดกาย
132,34,1,แล้วภาวนาอาคมพรหมประสิทธิ์
133,34,2,เนรมิตรูปมารบันดาลหาย
134,34,3,เป็นสาวน้อยทรงสร้อยสังวาลพราย
135,34,4,ดูเฉิดฉายตะละหล่อลออองค์
136,35,1,เข้านั่งชิดพิศชมสมถวิล
137,35,2,เอาวารินทิพรสมาโสรจสรง
138,35,3,กรุงกระษัตริย์ชุ่มชื่นฟื้นพระองค์
139,35,4,เห็นอนงค์นวลละอองดั่งทองทา
140,36,1,ให้ตันอกตกตะลึงอยู่เป็นครู่
141,36,2,แล้วแลดูมิได้เห็นนางยักษา
142,36,3,ไม่เห็นทั้งพาชีที่ขี่มา
143,36,4,นึกจะถามกัลยาก็พรั่นใจ
144,37,1,แต่เยื้อนเยื้อนเอื้อนขยับแล้วกลับยั้ง
145,37,2,พระขืนตั้งวิญญาณ์แล้วปราศรัย
146,37,3,เจ้างามเลิศเฉิดโฉมประโลมใจ
147,37,4,ยักษ์มันไปแล้วหรือนางอย่าพรางกัน
148,38,1,เจ้าโฉมยงทรงเครื่องเรืองจำรัส
149,38,2,เชื้อกระษัตริย์หรือว่าเจ้าเป็นชาวสวรรค์
150,38,3,ไฉนนางมาอยู่กลางพนาวัน
151,38,4,นางกุมภัณฑ์ไปหนตำบลใด
152,39,1,อียักษ์ยิ้มพริ้มพรายสบายจิต
153,39,2,เห็นสมคิดปรารถนาจึงปราศรัย
154,39,3,น้องเกิดในบุปผาสุมาลัย
155,39,4,เทพไทโปรดปรานประทานพร
156,40,1,ยักขินีผีป่าบรรดาร้าย
157,40,2,ไม่กลํ้ากรายหลีกตัวกลัวสลอน
158,40,3,อสุรินกินกัดอัสดร
159,40,4,เห็นน้องจรเมื่อตะกี้มันหนีไป
160,41,1,จะดีร้ายฝ่ายน้องไม่แจ้งจิต
161,41,2,เห็นทรงฤทธิ์นิ่งแน่ช่วยแก้ไข
162,41,3,เชิญพระองค์ทรงกลับเข้ากรุงไกร
163,41,4,จะช่วยไปส่งเพียงพระพารา
164,42,1,พรหมทัตธิบดินทร์ไม่กินแหนง
165,42,2,ประจักษ์แจ้งว่านางเกิดในบุปผา
166,42,3,จึงเอื้อนอรรถตรัสตอบนางกัลยา
167,42,4,แม่เมตตาการุญพระคุณครัน
168,43,1,ขอเชิญเจ้าเสาวภาคพงศ์อัปสร
169,43,2,ไปครองนครกรุงไกรมไหศวรรย์
170,43,3,ทั้งแปดหมื่นพื้นสนมนางกำนัล
171,43,4,จะมอบขวัญนัยนาทั้งธานี
172,44,1,อีสุวรรณอำภามันสามานย์
173,44,2,จะประหารเสียให้ม้วยลงเป็นผี
174,44,3,พระตรัสพลางทางชวนนางเทวี
175,44,4,จรลีนำนางมากลางเนิน
176,45,1,สำราญรื่นชื่นชวนให้ชมนก
177,45,2,ฝูงวิหคหงส์ห่านทะยานเห็น
178,45,3,พระชี้พลางหยอกพลางให้นางเพลิน
179,45,4,แล้วรีบเดินมาในป่าพอสายัณห์
180,46,1,มาพบพวกเสนาโยธาทัพ
181,46,2,ต่างเข้ารับกรุงกระษัตริย์เกษมสันต์
182,46,3,เห็นนางงามตามองค์พระทรงธรรม์
183,46,4,แต่แก้วกัณฐัศว์ทรงนั้นหายไป
184,47,1,ทั้งนงลักษณ์อัคเรศแลโอรส
185,47,2,เห็นทรงยศยินดีจะมีไหน
186,47,3,นางทูลถามว่าพระตามมฤคไป
187,47,4,เป็นไฉนได้กัลยามา
188,48,1,พระฟังถามความแค้นให้แน่นจิต
189,48,2,ดังปืนพิษปักทรวงให้สังขาร์
190,48,3,ก็เพราะเพื่อผลกรรมได้ทำมา
191,48,4,พระโกรธากระทืบบาทตวาดไป
192,49,1,หญิงกาลีดีแต่จะล้างผัว
193,49,2,นี่บุญตัวจึงได้รอดไม่ตักษัย
194,49,3,มึงเชื้อชาติอุสรีขินีไพร
195,49,4,จะว่าไปเล่าก็อายแก่เสนา
196,50,1,เสียแรงหวังตั้งจิตพิศวาส
197,50,2,ไม่รู้ว่าชาติมึงเป็นหญิงแพศยา
198,50,3,ให้ยักษ์แกล้งแปลงเพศเป็นกวางมา
199,50,4,อสุราบอกกูจึ่งรู้ความ
200,51,1,นี่บุญช่วยจึงได้ม้วยแต่ม้าแก้ว
201,51,2,กูรู้แล้วมึงอย่าพักมาทำถาม
202,51,3,เลี้ยงไว้ไยหญิงใจกาลีลาม
203,51,4,จะเกิดความครหาทั้งธานี
204,52,1,พระตรัสพลางทางสั่งเพชฌฆาต
205,52,2,ไปฟันฟาดเสียที่ริมคิรีศรี
206,52,3,สงสารองค์นงนุชสุดสัตรี
207,52,4,เจ้าโศกีสวมกอดพระบาทา
208,53,1,ประทานโทษโปรดถามเนื้อความมั่ง
209,53,2,เมียนี้ยังไม่รู้จักกับยักษา
210,53,3,แม้นพวกเพื่อนมีเหมือนพระบัญชา
211,53,4,จะเข่นฆ่าแค้นเคืองก็ควรการ
212,54,1,พระเลี้ยงน้องไว้ในห้องปราสาทศรี
213,54,2,ทุกเดือนปีมิได้คลาดราชฐาน
214,54,3,เมียมิได้รู้จักกับยักษ์มาร
215,54,4,จงโปรดปรานสืบสอบให้สมควร
216,55,1,พระฟังนางยิ่งระคางพระทัยแค้น
217,55,2,พระทรวงแน่นเฉียวฉุนให้หุนหวน
218,55,3,ชะน้อยฤๅถ้อยคำเป็นนํ้านวล
219,55,4,แต่แล้วล้วนไม่แจ้งว่าแกล้งพาล
220,56,1,กูรู้เช่นเห็นแน่กระนี้แล้ว
221,56,2,ทั้งม้าแก้วก็บรรลัยอยู่ไพรสาณฑ์
222,56,3,ทั้งสมคำไม่ต้องนำสืบพยาน
223,56,4,ไปประหารเสียอย่าไว้ใจกาลี
224,57,1,เยาวมาลย์ฟังสารโองการตรัส
225,57,2,สองพระหัตถ์ข้อนทรวงนางโฉมศรี
226,57,3,อภิวาทวอนว่าพระสามี
227,57,4,โอ้ครั้งนี้พระไม่อาลัยเมีย
228,58,1,น้องขอผัดตั้งสัตย์พิสูจน์ถวาย
229,58,2,แม้นเห็นร้ายแล้วจึงให้ประหารเสีย
230,58,3,ถึงดำนํ้าซํ้าลุยพระเพลิงเลีย
231,58,4,ความสัตย์เมียจะถวายให้หายแคลง
232,59,1,แม้นยักษีว่ามณีอยู่ในท้อง
233,59,2,จะฟันน้องเอามณีไม่มีแหนง
234,59,3,นิจจาเอ๋ยพระไม่เคยระแวงแคลง
235,59,4,เป็นกรรมแกล้งจะมาล้างให้วางวาย
236,60,1,นางกลิ้งเกลือกเสือกองค์ลงกับบาท
237,60,2,ภูวนาถมิได้ตรัสด้วยโฉมฉาย
238,60,3,นางวิงวอนพระยิ่งค่อนเคืองระคาย
239,60,4,พิโรธนายเพชฌฆาตไม่ฟาดฟัน
240,61,1,สงสารลักษณวงศ์องค์กระษัตริย์
241,61,2,เห็นท้าวตรัสจะให้ฆ่าแม่อาสัญ
242,61,3,วิ่งเข้ากอดมารดาแล้วจาบัลย์
243,61,4,กันแสงศัลย์รํ่าไห้อยู่ไปมา
244,62,1,สะอื้นพลางทางถามพระบิตุรงค์
245,62,2,ด้วยพระองค์ยังอ่อนพระชันษา
246,62,3,จะให้เขาสังหารพระมารดา
247,62,4,พระแม่ข้าผิดพลั้งเป็นอย่างไร
248,63,1,พรหมทัตมิได้ตรัสกับลูกรัก
249,63,2,พระวรพักตร์มัวหมองไม่ผ่องใส
250,63,3,ฝ่ายพวกเพชฌฆาตอนาถใจ
251,63,4,เห็นท้าวไทมิได้โปรดซึ่งโทษทัณฑ์
252,64,1,จะรอรังก็ระวังระแวงผิด
253,64,2,จึงเข้าชิดเชิญองค์นางจอมขวัญ
254,64,3,กรรมของแม่แน่แล้วอย่าจาบัลย์
255,64,4,จงตั้งมั่นภาวนาจะพาไป
256,65,1,นางฟังเพชฌฆาตเพียงขาดจิต
257,65,2,เห็นสุดคิดแล้วก็ทรงกันแสงไห้
258,65,3,พระกรกอดลูกยาโศกาลัย
259,65,4,พ่อจะไม่เห็นแม่แล้วลูกรัก
260,66,1,เพชฌฆาตเขาจะพาไปฆ่าฟัน
261,66,2,เป็นเวรามาทันเห็นประจักษ์
262,66,3,สองพระกรข้อนทรวงเข้าฮักฮัก
263,66,4,กอดพระลักษณวงศ์เข้ารํ่าไร
264,67,1,สะอื้นพลางทางทูลพระภัสดา
265,67,2,พระจะฆ่าเมียเสียให้ตักษัย
266,67,3,เป็นเคราะห์กรรมก็จำจะบรรลัย
267,67,4,ขอฝากลูกน้อยไว้ใต้บาทา
268,68,1,แล้วกลิ้งเกลือกเสือกกายสายสมร
269,68,2,สองพระกรกอดองค์โอรสา
270,68,3,ลักษณวงศ์สงสารพระมารดา
271,68,4,เจ้าโศกากอดบาทพระบิตุรงค์
272,69,1,ลูกขอโทษโปรดชนนีไว้
273,69,2,อย่าฆ่าให้แม่ม้วยเป็นผุยผง
274,69,3,แม้นแม่ตายลูกจะวายชีวาลง
275,69,4,พระบิตุรงค์จงโปรดซึ่งโทษทัณฑ์
276,70,1,เจ้าวอนพลางทางทรงสะอื้นไห้
277,70,2,ท้าวมิได้เบือนแลแต่ผินผัน
278,70,3,เพชฌฆาตกลาดกลุ้มเข้ารุมกัน
279,70,4,ก็ผายผันพามายังคีรี
280,71,1,แสนสงสารพระกุมารโอรสา
281,71,2,เห็นเขาพาแม่ไปในไพรศรี
282,71,3,วิ่งผวามาตามพระชนนี
283,71,4,เจ้าโศกีกอดนางไม่วางกร
284,72,1,ลูกขอโทษพระไม่โปรดปรานีให้
285,72,2,จะบรรลัยด้วยพระแม่ในสิงขร
286,72,3,นางฟังคำลูกยายิ่งอาวรณ์
287,72,4,ประคองกรกอดลูกโศกาลัย
288,73,1,เป็นกรรมแล้วแก้วตาของแม่เอ๋ย
289,73,2,ไม่เหลียวเห็นใครเลยจะแก้ไข
290,73,3,ชีวิตแม่นี้จะวางอยู่กลางไพร
291,73,4,เจ้ากลับไปเมืองเถิดนะลูกน้อย
292,74,1,แต่แม่นี้มีกรรมจำจะม้วย
293,74,2,อย่าตายด้วยแม่เลยนะยอดสร้อย
294,74,3,สั่งพลางทางกอดพระลูกน้อย
295,74,4,ชลเนตรหยดย้อยลงโซมองค์
296,75,1,พระโอรสกำสรดกันแสงไห้
297,75,2,อนาถในหิมวาป่าระหง
298,75,3,สะอื้นอั้นกันแสงทั้งสององค์
299,75,4,สลบลงยังพื้นพสุธา
300,76,1,เพชฌฆาตกลาดกลุ้มเข้าแก้ไข
301,76,2,บ้างตกใจด้วยองค์โอรสา
302,76,3,บ้างเชิญนํ้าอมฤคธารา
303,76,4,มาสรงสองกระษัตราก็ฟื้นกาย
304,77,1,เพชฌฆาตปลอบองค์นางนงลักษณ์
305,77,2,แม่อย่าโศกเศร้านักเลยโฉมฉาย
306,77,3,เมื่อถึงกรรมแล้วก็จำจะวอดวาย
307,77,4,อันความตายนั้นไม่พ้นทั้งธรณี
308,78,1,แข็งพระทัยให้ประทังอย่าพลั้งผิด
309,78,2,อุตส่าห์คิดถึงคุณพระชินสีห์
310,78,3,สุริยนสนธยาอย่าช้าที
311,78,4,เป็นกรรมมีแล้วนะแม่อย่าโศกา
312,79,1,เยาวมาลย์ฟังสารเพชฌฆาต
313,79,2,นุชนาฏปลอบองค์โอรสา
314,79,3,แม่จะลาไปแล้วนะแก้วตา
315,79,4,อย่าโศกาเลยลูกรักจงหักใจ
316,80,1,พระฟังสารมารดารำพันสั่ง
317,80,2,ให้แค้นคั่งกลุ้มกลัดเพียงตัดษัย
318,80,3,จะสู้ม้วยด้วยมารดาไม่อาลัย
319,80,4,มิขอคืนกรุงไกรด้วยบิดา
320,81,1,กันแสงพลางทางตรัสแก่เพชฌฆาต
321,81,2,จะฟันฟาดชนนีให้สังขาร์
322,81,3,เราจะตายวายปราณด้วยมารดา
323,81,4,จงเข่นฆ่าให้เราม้วยไปด้วยกัน
324,82,1,ว่าพลางทางกอดพระชนนี
325,82,2,ทั้งสองศรีโศกเศร้ากันแสงศัลย์
326,82,3,เพชฌฆาตมิอาจจะฟาดฟัน
327,82,4,ปรึกษากันด้วยสงสารกุมารา
328,83,1,เจ้าสวมสอดกอดชนนีไว้
329,83,2,ก็จนใจที่จะล้างให้สังขาร์
330,83,3,จำจะทูลทรงฤทธิ์อิศรา
331,83,4,จะเมตตาโปรดปรานประการใด
332,84,1,ปรึกษาพลางทางพากันมาพลัน
333,84,2,ถึงทรงธรรม์ทูลแจ้งแถลงไข
334,84,3,ว่าบัดนี้พระโอรสยศไกร
335,84,4,เจ้าตามไปว่าจะม้วยด้วยมารดา
336,85,1,เข้ากอดไว้ไม่วางนางโฉมยง
337,85,2,แม้นฟันลงก็จะพลอยกันสังขาร์
338,85,3,นเรนทร์สูรฟังทูลถึงลูกยา
339,85,4,ยิ่งโกรธาตะละไฟประลัยกัลป์
340,86,1,กระทืบบาทสิงหนาทสนั่นก้อง
341,86,2,สะเทือนท้องพสุธาพนาสัณฑ์
342,86,3,มันรักแม่ให้มันม้วยลงด้วยกัน
343,86,4,กลับไปฟันเสียให้สิ้นทั้งสองรา
344,87,1,เพชฌฆาตฟังสารสะท้านหนาว
345,87,2,สยองเกล้ากลัวผิดเป็นหนักหนา
346,87,3,บังคมคัลผันผายขยายมา
347,87,4,เวทนาพระลูกน้อยจะพลอยตาย
348,88,1,ครั้นถึงนางต่างคนคิดสงสาร
349,88,2,จะแจ้งการมิใคร่ได้ให้ใจหาย
350,88,3,นางโฉมงามถามขุนเสนานาย
351,88,4,ท่านเคลื่อนคลายโปรดบ้างหรืออย่างไร
352,89,1,เพชฌฆาตฟังคำนางรํ่าถาม
353,89,2,จะบอกความกัลยาน้ำตาไหล
354,89,3,เธอกริ้วองค์โอรสยศไกร
355,89,4,รับสั่งให้ล้างเสียทั้งสององค์
356,90,1,นางทรงฟังดังเศียรจะขาดสูญ
357,90,2,ยิ่งเพิ่มพูนโศกเพียงจะผุยผง
358,90,3,สองพระกรข้อนทรวงนางโฉมยง
359,90,4,เจ้ากอดองค์โอรสแล้วรํ่าไร
360,91,1,อนิจจากำพร้าของแม่เอ๋ย
361,91,2,ไม่ควรเลยที่จะพลอยมาตักษัย
362,91,3,แม้นแม่ผิดแต่สักนิดไม่น้อยใจ
363,91,4,ยังซํ้าให้ลูกน้อยนี้พลอยตาย
364,92,1,สงสารลักษณวงศ์องค์โอรส
365,92,2,เห็นแม่ร่ำกำสรดก็ใจหาย
366,92,3,มานะหน่อกระษัตราปรีชาชาย
367,92,4,ไม่กลัวตายทูลปลอบพระมารดา
368,93,1,พระทรงฤทธิ์มิได้คิดอาลัยแล้ว
369,93,2,พระแม่ทูลกระหม่อมแก้วอย่าโหยหา
370,93,3,จะเกิดไหนให้พบกันสองรา
371,93,4,เราก้มหน้ามอดม้วยลงด้วยกัน
372,94,1,อันเกิดมามีกรรมก็จำม้วย
373,94,2,ถึงร้องไห้ใครจะช่วยมาผ่อนผัน
374,94,3,ไม่ผิดพลั้งครั้งนี้ให้ฆ่าฟัน
375,94,4,ก็ขาดกันเถิดอย่าได้อาลัยลาน
376,95,1,นางโฉมยงทรงฟังโอรสราช
377,95,2,สุดสวาทรํ่าว่าน่าสงสาร
378,95,3,ค่อยตั้งจิตคิดถึงจะวายปราณ
379,95,4,เยาวมาลย์ก้มกราบพระธรณี
380,96,1,ทั้งพรหมินทร์อินทราสุรารักษ์
381,96,2,เทพเจ้าสิทธิศักดิ์ทุกราศี
382,96,3,ในเถื่อนทุ่งวุ้งเวิ้งเชิงคิรี
383,96,4,ในครั้งนี้จงเป็นทิพย์พยาน
384,97,1,ข้าแม่ลูกสองศรีไม่มีผิด
385,97,2,พระทรงฤทธิ์ตรัสสั่งให้สังหาร
386,97,3,จะตายตามสัจจาพยาบาล
387,97,4,จงบันดาลเห็นด้วยทุกเทวา
388,98,1,แล้วหลับเนตรแน่นิ่งไม่ติงองค์
389,98,2,ทั้งพระลักษณวงศ์โอรสา
390,98,3,เข้านั่งเรียงเคียงชิดพระมารดา
391,98,4,ภาวนาตั้งมั่นในขันตี
392,99,1,เดชะสัตย์อธิษฐานบันดาลถึง
393,99,2,วิมานเมืองดาวดึงส์ท้าวโกสีย์
394,99,3,ทิพอาสน์ร้อนนักดั่งอัคคี
395,99,4,แท่นมณีแข็งกระด้างดังศิลา
396,100,1,หัสนัยน์ไหวหวาดพระทัยหวั่น
397,100,2,จึงเผยบัญชรรัตน์ชำเลืองหา
398,100,3,พิศเพ่งเล็งแลในโลกา
399,100,4,เห็นสุวรรณอำภากับลูกรัก
400,101,1,พรหมทัตตรัสสั่งให้สังหาร
401,101,2,จึงบันดาลร้อนอาสน์ประหลาดหนัก
402,101,3,จำจะไปช่วยองค์นางนงลักษณ์
403,101,4,กับลูกรักอย่าให้ม้วยด้วยเรื่องพาล
404,102,1,ท้าวตรีเนตรแจ้งเหตุแล้วรีบเหาะ
405,102,2,ลงจำเพาะเขาใหญ่ในไพรสาณฑ์
406,102,3,เข้าเคียงลักษณวงศ์กับนงคราญ
407,102,4,จึงบันดาลมิให้ดาบนั้นฟันลง
408,103,1,ฝ่ายพวกเพชฌฆาตล้วนอาจหาญ
409,103,2,เห็นนิ่งนานสมจิตคิดประสงค์
410,103,3,ค่อยชักดาบย่องย่างมาข้างองค์
411,103,4,แล้วคิดสงสารสองกระษัตรา
412,104,1,แต่เยื้องเยื้องแล้วก็ยั้งคิดสังเวช
413,104,2,ด้วยแจ้งเหตุว่าไม่มีที่โทษา
414,104,3,แล้วพรั่นตัวกลัวเกรงพระอาชญา
415,104,4,แต่เงื้อง่าจะฟันก็งันไป
416,105,1,ข้างพวกเพื่อนเตือนกันให้ฟันฟาด
417,105,2,ก็มิอาจที่จะฟันลงไปได้
418,105,3,แต่เงื้อค้างง้างเปล่าทุกคราวไป
419,105,4,ด้วยอำนาจหัสนัยน์มาป้องกัน
420,106,1,เพชฌฆาตต่างคนก็จนจิต
421,106,2,เป็นสุดคิดที่จะฆ่าให้อาสัญ
422,106,3,ลงนั่งแลดูตาปรึกษากัน
423,106,4,เมื่อเราฟันก็ชะงักเสียทุกที
424,107,1,ชะรอยบุญสองราจึงอาเพศ
425,107,2,ให้เห็นเหตุเพราะสัตย์นางโฉมศรี
426,107,3,ไปทูลความหรือจะทำอย่างไรดี
427,107,4,พระภูมีสั่งมาให้ฆ่าฟัน
428,108,1,จะทูลท้าวคราวเคืองกลัวจะเฆี่ยน
429,108,2,ให้วนเวียนมิรู้ที่จะผ่อนผัน
430,108,3,ฝ่ายมหาเสนาจึงว่าพลัน
431,108,4,อย่ากระนั้นเลยจะคิดให้มิดความ
432,109,1,ให้โฉมยงกับองค์โอรสราช
433,109,2,เธอลีลาศไปในป่าพนาหนาม
434,109,3,ไปทูลว่าฆ่าแล้วก็สิ้นความ
435,109,4,แต่ห้ามปรามพวกเราอย่าพาที
436,110,1,ก็พร้อมจิตคิดเห็นด้วยกันหมด
437,110,2,จึงเรียกองค์โอรสกับโฉมศรี
438,110,3,ให้สองลืมนัยนาแล้วพาที
439,110,4,อันครั้งนี้บุญแม่ไม่เคยตาย
440,111,1,แต่บรรดาข้าน้อยจะปล่อยปละ
441,111,2,ตามแต่จะไปเถิดพระโฉมฉาย
442,111,3,จะทูลว่าฆ่าแม่เสียวอดวาย
443,111,4,จงผันผายรีบพากันคลาไคล
444,112,1,ทั้งสององค์ทรงฟังเพชฌฆาต
445,112,2,นุชนาฏยินดีจะมีไหน
446,112,3,จึงเอื้อนอรรถตรัสตอบว่าขอบใจ
447,112,4,เราจะไปตามกรรมได้ทำมา
448,113,1,แม้นมิรอดก็จะมอดลงม้วยมิด
449,113,2,มิให้ผิดถึงนายเมื่อภายหน้า
450,113,3,นางตรัสพลางทางชวนพระลูกยา
451,113,4,ทรงโศกาเดินไปในไพรวัน
