line,verse,part,text
55,14,4,เที่ยวแรมรอนราวไพรใจรำจวน[๑๖]
56,15,1,เคยชมเมืองเรืองระยับจะลับแล้ว
57,15,2,ไปชมแถวทุ่งท่าล้วนป่าสวน
58,15,3,เคยดูดีพี่ป่าหน้านวลนวล
59,15,4,จะว่างเว้นเห็นล้วนแต่มอมแมม
60,16,1,เคยชมชื่นรื่นรสแป้งสดสะอาด
61,16,2,จะชมหาดเห็นแต่จอกกับดอกแขม
62,16,3,โอ้ใจจืดมืดเหมือนเมื่อเดือนแรม
63,16,4,ไม่เยื้อนแย้มกลีบกลิ่นให้ดิ้นโดย
64,17,1,เสียดายดวงพวงผกามณฑาทิพย์
65,17,2,เห็นลิบลิบแลชวนให้หวนโหย
66,17,3,เพราะหวงหุ้ม[๑๗]ภุมรินไม่บินโบย
67,17,4,จะร่วงโรยรสสิ้นกลิ่นผกา
68,18,1,ถึงบางพรม[๑๘]พรหมมีอยู่สี่พักตร์
69,18,2,คนรู้จักแจ้งจิตทุกทิศา
70,18,3,ทุกวันนี้มีมนุษย์อยุธยา
71,18,4,เป็นร้อยหน้าพันหน้ายิ่งกว่าพรหม
72,19,1,โอ้คิดไปใจหายเสียดายรัก
73,19,2,เหมือนเกรียกจักเจ็ดซีกกระผีกผม
74,19,3,จนเจ็บอกฟกช้ำระกำกรม[๑๙]
75,19,4,เพราะลิ้นลมล่อลวงจะช่วงใช้
76,20,1,ถึงบางจากน้องไม่มีที่จะจาก
77,20,2,โอ้วิบากบาปสร้างแต่ปางไหน
78,20,3,เผอิญหญิงชิงชังน่าคลั่งใจ
79,20,4,จะรักใคร่เขาไม่มีปรานีเลย
80,21,1,ถึงบางพลูพลูใบใส่ตะบะ
81,21,2,ถวายพระเพราะกำพร้านิจจาเอ๋ย
82,21,3,แม้นมีใครใจบุญที่คุ้นเคย
83,21,4,จะได้เชยพลูจีบหมากดิบเจียน
84,22,1,นี่จนใจได้แต่ลมมาชมเล่น
85,22,2,เปรียบเหมือนเช่นฉากฉายพอหายเหียน
86,22,3,แม้นเห็นรักจักได้ตามด้วยความเพียร
87,22,4,ฉีกทุเรียนหนามหนักดูสักคราว
88,23,1,ถึงบางอ้อคิดจะใครได้ไม้อ้อ
89,23,2,ทำแพนซอเสียงแจ้วเที่ยวแอ่วสาว
90,23,3,แต่[๒๐]ไม่เคยเชยโฉมประโลมลาว
91,23,4,สุดจะกล่าวกลอนปลอบให้ชอบใจ
92,24,1,ถึงบางซ่อนซ่อนเงื่อนไม่เยื้อนแย้ม
93,24,2,ถึงหนามแหลมเหลือจะบ่งที่ตรงไหน
94,24,3,โอ้บางเขนเวรสร้างแต่[๒๑]ปางใด
95,24,4,จึงเข็ญใจจนไม่มีที่จะรัก
96,25,1,เมื่อชาติหน้ามาเกิดให้เลิศโลก
97,25,2,ประสิทธิโชคชอบฤทัยทั้งไตรจักร
98,25,3,กระจ้อยร่อยกลอยใจวิไลลักษณ์
99,25,4,ให้สาวรักสาวกอดตลอดไป
100,26,1,ตลาดแก้วแล้วแต่ล้วนสวนสล้าง
101,26,2,แต่ชื่ออ้างออกนามตามวิสัย
102,26,3,แม้นขายแก้วแววฟ้าที่อาลัย
103,26,4,จะซื้อใส่บนสำลีประชีรอง
104,27,1,ประดับเรือนเหมือนหนึ่งเพชรสำเร็จแล้ว
105,27,2,สงวน[๒๒]แก้วกลอยใจมิให้หมอง
106,27,3,ไม่เหมือนนึกตรึกตรานํ้าตานอง
107,27,4,เห็นแต่น้องหนูแนบแอบอุรา
108,28,1,ถึงวัดตั้งฝั่งสมุทรพระพุทธสร้าง
109,28,2,ว่าท่านวางไว้ให้คิดปริศนา[๒๓]
110,28,3,แม้นแก้ไขไม่ออกเอาที่ตอกตา
111,28,4,นึกก็น่าใคร่หัวเราะจำเพาะเป็น
112,29,1,ครั้นคิดบ้างอย่างคำที่รํ่าบอก[๒๔]
113,29,2,จะไปตอกที่ตรงไหนก็ไม่เห็น
114,29,3,ดูลึกซึ้งถึงจะคิดก็มิดเม้น
115,29,4,พอยามเย็นยอแสงแฝงโพยม
116,30,1,ถึงวัดเขียนเหมือนหนึ่งเพียรเขียนอักษร
117,30,2,กลกลอนกล่าวกล่อมสนอมโอม
118,30,3,เดชะชักรักลักลอบปลอบประโลม
119,30,4,ขอให้โน้มน้อมจิตสนิทใน
120,31,1,ถึงคลองขวางบางศรีทองมองเขม้น
121,31,2,ไม่แลเห็นศรีทองที่ผ่องใส
122,31,3,แม้นทองคำธรรมดาจะพาไป
123,31,4,นี่มิใช่ศรีทองเป็นคลองบาง
124,32,1,พอลมโบกโศกสวนมาหวนหอม
125,32,2,ยิ่งโศกตรอมตรึกตรองให้หมองหมาง[๒๕]
126,32,3,ถึงบางแพรกแยกคลองเป็นสองทาง
127,32,4,เหมือนจืดจางใจแตกต้องแยกกัน[๒๖]
128,33,1,ตลาดขวัญขวัญฉันนี้ขวัญหาย
129,33,2,ใครเขาขายขวัญหรือจะซื้อขวัญ
130,33,3,แม้นขวัญฟ้าหน้าอ่อนเหมือนท่อนจันทน์
131,33,4,จะรับขวัญเช้าเย็นไม่เว้นวาง
132,34,1,ถึงบางขวางขวางอื่นสักหมื่นแสน
133,34,2,ถึงต่างแดนดงดอนสิงขรขวาง
134,34,3,จะตามไปให้ถึงห้องประคองคาง
135,34,4,แต่ขัดขวางขวัญความขามระคาย
136,35,1,เห็นสวาดขาดทิ้งกิ่งสนัด
137,35,2,เป็นรอยตัดต้นสวาดให้ขาดสาย
138,35,3,สวาทพี่นี้ก็ขาดสวาทวาย
139,35,4,แสนเสียดายสายสวาทที่ขาดลอย
140,36,1,เห็นรักน้ำพร่ำออกทั้งดอกผล
141,36,2,ไม่มีคนรักรักมาหักสอย
142,36,3,เป็นรักเปล่าเศร้าหมองเหมือนน้องน้อย
143,36,4,มา[๒๗]ล่องลอยเรือรักจนหนักเรือ
144,37,1,ถึงบ้านบางธรณีแล้วพี่จ๋า
145,37,2,แผ่นสุธาก็ไม่ไร้ไม้มะเขือ
146,37,3,เขากินหมูหนูพัดจะกัดเกลือ
147,37,4,ไม่ง้อเรือแหหาปลาตำแบ[๒๘]
148,38,1,ถึงปากเตร็ด[๒๙]เตร็ดเตร่มาเร่ร่อน
149,38,2,เที่ยวสัญจรตามระลอกเหมือนจอกแหน
150,38,3,มาถึงเตร็ด[๓๐]เขตมอญสลอนแล
151,38,4,ลูกอ่อนแอ้อุ้มจูงพะรุงพะรัง
152,39,1,ดูเรือนไหนไม่เว้นเห็นลูกอ่อน
153,39,2,ไม่หยุดหย่อนอยู่ไฟจนไหม้หลัง
154,39,3,ไม่ยิ่งยอดปลอดเปล่าเหมือนชาววัง
155,39,4,ล้วนเปล่งปลั่งปลื้มใจมาไกลตา
156,40,1,พอออกคลองล่องลำแม่น้ำวก
157,40,2,เห็นนกหกเหินร่อนว่อนเวหา
158,40,3,กระทุงทองล่องเลื่อนค่อยเคลื่อนคลา
159,40,4,ดาษดาดอกบัวเข้าคลัวเคลีย
160,41,1,นกกานํ้าดำปลากระสาสูง
161,41,2,เป็นฝูงฝูงเข้าใกล้มันไปเสีย
162,41,3,นกยางขาวเหล่านกยางมีหางเปีย
163,41,4,เป็น[๓๑]ตัวเมียหมดสิ้นทั้งดินแดน
164,42,1,ถึงเดือนไข่ไปลับแลเมืองแม่ม่าย
165,42,2,ขึ้นไข่ชายเขาโขดนับโกฏิแสน
166,42,3,พอบินได้ไปประเทศทุกเขตแคว้น
167,42,4,คนทั้งแผ่นดินมิได้ไข่นกยาง ฯ[๓๒]
168,43,1,ถึงบางพูดพูดมากคนปากหมด[๓๓]
169,43,2,มีแต่ปดเป็นอันมากเขาถากถาง
170,43,3,ที่พูดน้อยค่อยประคิ่น[๓๔]เล่น[๓๕]ลูกคาง
171,43,4,เหมือนหญิงช่างฉอเลาะปะเหลาะชาย
172,44,1,ถึงบางกระไนได้เห็นหน้าบรรดาพี่
173,44,2,พวกนารีเรืออ้อยมา[๓๖]ลอยขาย
174,44,3,ดูจริตติดจะงอนเป็นมอญกลาย
175,44,4,ล้วนแต่งกายกันไรเหมือนไทยทำ
176,45,1,แต่ไม่มีกิริยาด้วยผ้าห่ม
177,45,2,กระพือลมแล้วไม่ป้องปิดของขำ
178,45,3,ฉันเตือนว่าผ้าแพรลงแช่นํ้า
179,45,4,อ้อยสองลำนั้นจะเอาสักเท่าไร
180,46,1,เขารู้ตัวหัวร่อ[๓๗]ว่าพ่อน้อย
181,46,2,มากินอ้อยแอบแฝงแถลงไข
182,46,3,รู้กระนี้มิอยากบอกมิออกไย
183,46,4,น่าเจ็บใจจะต้องจำเป็นตำรา
184,47,1,ถึงไผ่รอบขอบเขื่อนดูเหมือนเขียน
185,47,2,ชื่อวัดเทียนถวายอยู่ฝ่ายขวา
186,47,3,ข้างซ้ายมือชื่อบ้านใหม่ทำไร่นา
187,47,4,นางแม่ค้าขายเต่าสาวทึมทึก
188,48,1,ปิดกระหมับจับกระเหม่าเข้ามินหม้อ
189,48,2,ดูมอซอสีสันเป็นมันหมึก
190,48,3,ไม่เหมือนเหล่าชาวสวนหวนรำลึก
191,48,4,ว่า[๓๘]ไม่นึกแล้วก็ใจมิใคร่ฟัง
192,49,1,พอฟ้าคลํ้าคํ่าพลบเสียงกบเขียด
193,49,2,ร้องตรอด[๓๙]เกรียดเกรียวแซ่ดังแตรสังข์
194,49,3,เหมือนเสียงฆ้องกลองโหมประโคมวัง
195,49,4,ไม่เห็นฝั่งฟั่นเฟือนด้วยเดือนแรม
196,50,1,ลำพูรายชายตลิ่งล้วนหิ่งห้อย
197,50,2,สว่างพรอยพร่างพรายบน[๔๐]ปลายแขม
198,50,3,อร่ามเรืองเหลืองงามวามวามแวม
199,50,4,กระจ่างแจ่มจับนํ้าเห็นลำเรือ
200,51,1,ถึงย่านกว้าง[๔๑]บางทะแยงเป็นแขวงทุ่ง
201,51,2,ดูเวิ้งวุ้งหว่างแฉวก[๔๒]ล้วนแฝกเฝือ
202,51,3,เห็นไรไรไม้พุ่มครุมครุมเครือ
203,51,4,เหมือนรูปเสือสิงโตรูปโคควาย
204,52,1,ท่านบิดรสอนหนูให้ดูว่า
205,52,2,มันผินหน้าออกนั้นกันฉิบหาย
206,52,3,แม้นปากมันหัน[๔๓]เข้าข้างเจ้านาย
207,52,4,จะล้มตายพรายพลัดเร่งตัดรอน
208,53,1,จารึกไว้ให้เป็นทานทุกบ้านช่อง
209,53,2,ฉันกับน้องนี้ได้จำเอาคำสอน
210,53,3,ดึกกำดัดสัตว์หลับประทับนอน
211,53,4,ที่วัดมอญเชิงรากริมปากคลอง
212,54,1,ต้นไทรครึ้มงึมเงียบเซียบสงัด
213,54,2,พระพายพัดเฉื่อยเฉียวเสียวสยอง[๔๔]
214,54,3,เป็นป่าช้าอาวาสปีศาจคะนอง
215,54,4,ฉันพี่น้องนี้ไม่คลาด[๔๕]บาทบิดา
216,55,1,ท่านนอนหลับตรับเสียงสำเนียงเงียบ
217,55,2,ยิ่งเย็นเยียบ[๔๖]เยือกสยองพองเกศา
218,55,3,เสียงผีผิ่วหวิวโหวยโหยวิญญาณ์
219,55,4,ภาวนาหนาวนิ่งไม่ติงกาย
220,56,1,บรรดาศิษย์บิดรที่นอนนอก
221,56,2,ผีมันหลอกลากปลํ้าพลิกควํ่าหงาย
222,56,3,ลุกขึ้นบอกกลอกกลัวทุกตัวนาย
223,56,4,มันสาดทรายกรวดโปรยเสียงโกรยกราว
224,57,1,ขึ้นสั่นไทรไหวยวบเสียงสวบสาบ
225,57,2,เป็นเงาวาบหัวหกเห็นอกขาว
226,57,3,หนูกลั่นกล้าคว้าได้รากไทรยาว
227,57,4,หมายว่าสาวผมผีร้องนี่แน
228,58,1,พอพระตื่นฟื้นกายค่อยคลายจิต
229,58,2,บรรดาศิษย์เคียง[๔๗]ข้างไม่ห่างแห
230,58,3,ท่านห่มดองครองเคร่งไม่เล็งแล
231,58,4,ขึ้นบกแต่องค์เดียวดูเปลี่ยวใจ
232,59,1,สำรวมเรียบเลียบรอบขอบป่าช้า
233,59,2,ตั้งเมตตา[๔๘]ตามสงฆ์ไม่หลงใหล
234,59,3,พบศพฝังบังสุกุลส่งบุญไป
235,59,4,เห็นแสงไฟรางรางสว่างเวียน
236,60,1,ระงับเงียบเซียบเสียงสำเนียงสงัด
237,60,2,ประดิพัทธ์[๔๙]พุทธคุณค่อยอุ่นเศียร
238,60,3,บรรดาศิษย์คิดกล้าต่างหาเทียน
239,60,4,จำเริญเรียนรุกขมูลพูนศรัทธา
240,61,1,อสุภธรรมกรรมฐานประหารเหตุ
241,61,2,หวนสังเวชว่าชีวังจะสังขาร์
242,61,3,อันอินทรีย์วิบัติอนัตตา
243,61,4,ที่ป่าช้านี้ก็[๕๐]เหมือนกับเรือนตาย
244,62,1,กลับเกลียด[๕๑]กลัวมัวเมาไม่เข้าบ้าน
245,62,2,พระนีฤพาน[๕๒]เพิ่มพูนเพียงสูญหาย
246,62,3,อับร่าง[๕๓]เหมือนเรือนโรคให้โศกสบาย
247,62,4,แล้วต่างตายตามกันไปมั่นคง
248,63,1,ค่อยคิดเห็นเย็บเยียบไม่เกรียบกริบ
249,63,2,ประสาบสิบนิ้วนั่งตั้งประสงค์
250,63,3,พยายามตามจริตท่านบิตุรงค์
251,63,4,สำรวมทรงศีลธรรมที่จำเจน
252,64,1,ประจงจดบทบาทค่อยยาตรย่าง
253,64,2,ประพฤติอย่างโยคามหาเถร
254,64,3,ประทับทุกรุกข์รอบริมขอบเมรุ
255,64,4,จบพระเณรในอารามตื่นจามไอ
256,65,1,ออกจงกรมสมณาสมาโทษ
257,65,2,ร่มนิโครธครึ้มเงื่อมให้เลื่อมใส[๕๔]
258,65,3,แผ่กุศลจนจบทั้งภพไตร
259,65,4,จากพระไทรแสงทองผ่องโพยม
260,66,1,เลยบางหลวงล่วงทางสว่างแจ้ง[๕๕]
261,66,2,ถึงบ้านกระแชงหุงจังหันฉันผักโหม
262,66,3,ยังถือมั่นขันตีหนีประโลม
263,66,4,อัน[๕๖]รูปโฉมชวน[๕๗]หลงไม่งงงวย
264,67,1,พอเสียงฆ้องกลองแซ่เขาแห่นาค
265,67,2,ผู้หญิงมากมอญเก่าสาวสาวสวย
266,67,3,ร้องลำนำรำฟ้อนอ่อนระทวย
267,67,4,ชวน[๕๘]กันช่วยเขาแห่ได้แลดู
268,68,1,ถือขันตีทีนั้นก็ขันแตก
269,68,2,ทั้งศีลแทรกเสียด[๕๙]ออกกระบอกหู
270,68,3,ฉันนี้เคราะห์เพราะนางห่มสีชมพู
271,68,4,พาความรู้แพ้รักประจักษ์จริง
272,69,1,แค้นด้วยใจนัยนานิจจาเอ๋ย
273,69,2,กระไรเลยแล่นไปอยู่กับผู้หญิง
274,69,3,ท่านบิดาว่ามันติดกว่าปลิดปลิง
275,69,4,ถูกจริงจริงเจียวจึงจดเป็นบทกลอน
276,70,1,ถึงต้องง้าวหลาวแหลนสักแสนเล่ม
277,70,2,ให้[๖๐]ติดเต็มตัวฉุดจะ[๖๑]หลุดถอน
278,70,3,แต่ต้องตาพาใจอาลัยวอน
279,70,4,สุดจะถอนทิ้งขว้างเสียกลางคัน
280,71,1,ทั้งหนูกลั่นนั้นคะนองจะลองทิ้ง
281,71,2,บอกให้หญิงรำรับขยับหัน
282,71,3,ถ้าทิ้งถูกลูกละบาทประกาศกัน
283,71,4,เขารับทันเราก็ให้ใบละเฟื้อง
284,72,1,นางน้อยน้อยพลอยสนุกลุกขึ้นพร้อม
285,72,2,รำ[๖๒]ละม่อมมีแต่สาวบ้าง[๖๓]ขาวเหลือง
286,72,3,ออก[๖๔]จริตกรีดกรายชายชำเลือง
287,72,4,ขยับเยื้องยิ้มแย้มแฉล้มลอย
288,73,1,ต่างหมายมุ่งตุ้งติ้งทิ้งหมากดิบ
289,73,2,เขาฉวยฉิบเฉยหน้าไม่ราถอย
290,73,3,ไม่มีถูกลูกดิ่งทั้งทิ้งทอย
291,73,4,พวกเพื่อนพลอยทิ้งทั่วทุกตัวนาย[๖๕]
292,74,1,ฉันลอบลองสองลูกถูกจำหนับ
293,74,2,ถูกปะปับปุ่มสูญที่ปูนหมาย[๖๖]
294,74,3,ลงม้วนต้วนม้วนหน้าน้ำตาพราย
295,74,4,พล่ามผู้ชายสรวลเสเสียงเฮฮา
296,75,1,แต่หนูกลั่นนั้นหล่อนเขวี้ยงดังเสียงขวับ
297,75,2,ถูกปุ่มปับปากกรีดหวีดผวา
298,75,3,ร้องอยู่แล้วแก้วพี่มานี่มา
299,75,4,พวกมอญมาโห่แห่เสียง[๖๗]แซ่ไป
300,76,1,แล้วเลยนาคบากข้ามถึงสามโคก
301,76,2,เป็นลิ้น[๖๘]โลกสมมติสุดสงสัย
302,76,3,ถามบิดาว่าผู้เฒ่าท่านเล่า[๖๙]ไว้
303,76,4,ว่าที่ไทยท้าวอู่ทองเธอกองทรัพย์[๗๐]
304,77,1,หวังจะไว้ให้ประชาเป็นค่าจ้าง
305,77,2,ด้วยจะสร้างบ้านเมืองเครื่องประดับ
306,77,3,พอห่ากินสิ้นบุญเป็นสูญลับ
307,77,4,ทองก็กลับกลายสิ้นเป็นดินแดง
308,78,1,จึงที่นี่มีนามชื่อสามโคก
309,78,2,เป็นคำโลกสมมติสุดแสลง
310,78,3,แผ่นดินหลังครั้งพระโกฏ[๗๑]ได้โปรดแปลง[๗๒]
311,78,4,เป็น[๗๓]ตำแหน่งมอญมาสามิภักดิ์
312,79,1,ชื่อประทุมธานี[๗๔]ที่เสด็จ
313,79,2,เดือนสิบเบ็ดบัวออกทั้งดอกฝัก
314,79,3,มารับส่งตรงนี้ที่สำนัก
315,79,4,พระยาพิทักษ์ทวยหาญผ่านพารา
316,80,1,ได้รู้เรื่องเมืองประทุมค่อยชุ่มชื่น
317,80,2,ดูภูมิพื้นวัดบ้านขนานหน้า
318,80,3,เห็นพวกชายฝ่ายมอญแต่ก่อนมา
319,80,4,ล้วนสักขาเขียนหมึกจารึกพุง
320,81,1,พวกสาวสาวเกล้ามวยสวยสะอาด
321,81,2,แต่ขยาดอยู่ด้วยว่านุ่งผ้าถุง
322,81,3,ทั้งห่มผ้าตารีเหมือนสีรุ้ง
323,81,4,ทั้งผ้านุ่งนั้นก็อ้อมลงกรอมตีน
324,82,1,เมื่อยกเท้าก้าวย่างสว่างแวบ
325,82,2,เหมือนฟ้าแลบแลผาดแทบขาดศีล
326,82,3,นี่หากเห็นเป็นเด็กถ้า[๗๕]เจ๊กจีน
327,82,4,เจียนจะปีนซุ่มซ่ามไปตามนาง
328,83,1,ชาวบ้านนั้นปั้นอี่เลิ้งไว้[๗๖]เพิงพะ
329,83,2,กระโถนกระทะอ่างโอ่งกระโถงกระถาง
330,83,3,ท่าน[๗๗]วานน้องร้องถามไปตามทาง
331,83,4,ว่าบางขวางหรือไม่ขวางพี่นางมอญ
332,84,1,เขาเบือนหน้าว่าไม่รู้ดูเถิดเจ้า
333,84,2,จงถามเขาข้างหลังที่นั่งสอน
334,84,3,สิ้นศรีปาก[๗๘]บากหน้านาวาจร
335,84,4,ฝีปาก[๗๙]มอญมิใช่เบาเหมือนชาวเมือง
336,85,1,ถึงบ้านงิ้วงิ้วต้นแต่พ้นหนาม
337,85,2,ไม่งอนงามเหมือนแม่งิ้วที่ผิวเหลือง
338,85,3,เมื่อแลพบหลบพักตร์ลักชำเลือง
339,85,4,ดูปลอด[๘๐]เปลื้องเปล่งปลั่งกำลังโลม
340,86,1,มาลับนวลหวนไห้เห็นไม้งิ้ว
341,86,2,ไม่ลืมผิวพักตร์ผ่องจะหมองโฉม[๘๑]
342,86,3,เพราะเสียรักหนักหน่วงเพียง[๘๒]ทรวงโทรม
343,86,4,ใครจะโลมเลียมรสช่วยชดเจือ
344,87,1,ถึงโพแตงคิดถึงแตงที่แจงจัก
345,87,2,ไม่ลืมรักรสชาติฉลาดเหลือ[๘๓]
346,87,3,แม้นลอยฟ้ามาเดี๋ยวนี้ในที่เรือ[๘๔]
347,87,4,จะฉีกเนื้อนั่ง[๘๕]กลืนให้ชื่นใจ
348,88,1,ถึงเกาะหาดราชครามรำรามรก
349,88,2,เห็นนกหกหากินบินไสว
350,88,3,เขาถากถางกว้างยาวทั้งลาวไทย
351,88,4,ทำนาไร่ร้านผักปลูกฟักแฟง
352,89,1,สุดละเมาะเกาะกว้างสว่างโว่ง
353,89,2,แลตะโล่งลิบเนตรทุกเขตแขวง
354,89,3,เห็นควันไฟไหม้ป่าจับฟ้าแดง
355,89,4,ฝูงนกแร้งร่อนตัวเท่าถั่วดำ
356,90,1,โอ้เช่นนี้มีคู่มาดูด้วย
357,90,2,จะชื่นชวยชมชิมให้อิ่มหนำ
358,90,3,นี่[๘๖]ยามเย็นเห็นแต่ของที่น้องทำ
359,90,4,เหลือที[๘๗]รำลึกโฉมประโลมลาน
360,91,1,ถึงด่านทางบางไทรไขว่เฉลว
361,91,2,เห็นไพร่เลวหลายคนอยู่บนศาล
362,91,3,ตุ้งก่าตั้งนั่งชักควักนํ้าตาล
363,91,4,คอยว่าขานขู่คนลงค้นเรือ
364,92,1,ไม่เห็นของต้องห้ามก็ลามขอ
365,92,2,มะละกอกุ้งแห้งแตงมะเขือ
366,92,3,ขอส้มสูกจุกจิกทั้งพริกเกลือ
367,92,4,จนชาวเรือเหลือระอาด่าในใจ
368,93,1,แต่ลำเราเขาไม่ค้นมาพ้นด่าน
369,93,2,ดูถิ่นฐานทิวชลาพฤกษาไสว[๘๘]
370,93,3,มีอารามนามสร้างชื่อบางไทร[๘๙]
371,93,4,ต้นไทรใหญ่อยู่ที่นั่นน้องวันทา
372,94,1,เทพารักษ์ศักดิ์สิทธิ์สถิตพุ่ม
373,94,2,พระเคยอุ้มอุณรุทสมอุษา
374,94,3,ใคร่น่าจูบรูปร่างเหมือนนางฟ้า
375,94,4,ช่วยอุ้มมาให้มั่งเถิดจะเชิดชม[๙๐]
376,95,1,สนอม[๙๑]แนบแอบอุ้มหนุ่มหนุ่ม[๙๒]นิ่ม[๙๓]
377,95,2,ได้แย้มยิ้มยวนจิตสนิทสนม
378,95,3,นอนเอนหลังนั่งเล่นเย็นเย็นลม
379,95,4,ชมพนมแนวไม้รำไรราย
380,96,1,ดูเหย้าเรือนเหมือนหนึ่งเขียนเตียนตลิบ
381,96,2,เห็นลิบลิบแลไปจิตใจหาย
382,96,3,เขาปลูกผักฟักถั่วจูงงัว[๙๔]ควาย
383,96,4,ชมสบายบอกแจ้งตำแหน่งนาม
384,97,1,ถึงเกาะเกิดเกิดสวัสดิ์พิพัฒน์ผล
385,97,2,อย่าเกิดคนติเตียนเป็นเสี้ยนหนาม
386,97,3,ให้เกิดลาภราบเรียบเงียบเงียบงาม
387,97,4,เหมือนหนึ่งนามเกาะเกิดประเสริฐทรง
388,98,1,ถึงเกาะพระไม่เห็นพระปะแต่เกาะ
389,98,2,ช่าง[๙๕]ชื่อเพราะชื่อพระสละหลง
390,98,3,พระของน้องนี้ก็นั่งมาทั้งองค์
391,98,4,ทั้งพระสงฆ์เกาะพระมาประชุม
392,99,1,ขอคุณพระอนุเคราะห์ทั้งเกาะพระ
393,99,2,ให้เปิดปะขุมทองสักสองขุม
394,99,3,คงจะมีพี่ป้ามาชุมนุม
395,99,4,ฉะอ้อนอุ้มแอบอุราเป็นอาจิณ
396,100,1,ถึงเกาะเรียงเคียงคลองเป็นสองแสก
397,100,2,ป่าละแวกวังราชประพาสสินธุ์
398,100,3,ได้หม่อม[๙๖]ห้ามงามพร้อมชื่อหม่อมอิน
399,100,4,จึงตั้งถิ่นที่เกาะเสนาะนาม
400,101,1,นึก[๙๗]ถวิลอินน้องละอองเอี่ยม
401,101,2,แสนเสงี่ยมงามพร้อมเหมือนหม่อมห้าม
402,101,3,จะหายศอตส่าห์พยายาม
403,101,4,คงจะงามพักตร์พร้อมเหมือนหม่อมอิน
404,102,1,อาลัยน้องตรองตรึกรำลึกถึง
405,102,2,หวังจะพึ่งผูกจิตคิดถวิล
406,102,3,เวลา[๙๘]เย็นเห็นนกวิหคบิน
407,102,4,ไปที่ถิ่นทำรังประนังนอน
408,103,1,บ้างแนบคู่ชูคอเข้าซ้อแซ้
409,103,2,เสียงจอแจโจนจับสลับสลอน
