line,verse,part,text
100,26,1,เขาทำชอบปลอบให้น้ำใจชื่น
101,26,2,จึงเริงรื่นรักแรงไม่แหนงหนี
102,26,3,ปรารถนาสารพัดในปัถพี
103,26,4,เอาไมตรีแลกได้ดังใจจง
104,27,1,คำบุราณท่านว่าเหล็กแข็งกระด้าง
105,27,2,เอาเงินง้างอ่อนตามความประสงค์
106,27,3,จงทราบไว้ใต้ละอองทั้งสององค์
107,27,4,อุตส่าห์ทรงสืบสร้างทางไมตรี
108,28,1,แต่คนร้ายหลายลิ้นย่อมปลิ้นปลอก
109,28,2,เลี้ยงมันหลอกหลอนเล่นเหมือนเช่นผี
110,28,3,อย่าพานพบคบค้าเป็นราคี
111,28,4,เหมือนพาลีหลายหน้าระอาอาย
112,29,1,อันคนดีมีศีลสัตย์สันทัดเที่ยง
113,29,2,ช่วยชุบเลี้ยงชูเชิดให้เฉิดฉาย
114,29,3,เอาไว้ใช้ใกล้ชิดไม่คิดร้าย
115,29,4,เขารักตายด้วยได้ด้วยใจตรง
116,30,1,อันโซ่ตรวนพรวนพันมันไม่อยู่
117,30,2,คงหนีสู้ซ่อนมุ่นในฝุ่นผง
118,30,3,แม้นผูกใจไว้ด้วยปากไม่จากองค์
119,30,4,อุตส่าห์ทรงทราบแบบที่แยบคาย
120,31,1,อันอ้อยตาลหวานลิ้นแล้วสิ้นซาก
121,31,2,แต่ลมปากหวานหูไม่รู้หาย
122,31,3,แม้นเจ็บอื่นหมื่นแสนจะแคลนคลาย
123,31,4,เจ็บจนตายนั้นเพราะเหน็บให้เจ็บใจ
124,32,1,จะรักชังทั้งสิ้นเพราะลิ้นพลอด
125,32,2,เป็นอย่างยอดแล้วพระองค์อย่าสงสัย
126,32,3,อันช่างปากยากที่จะมีใคร
127,32,4,เขาชอบใช้ช่างมือออกอื้ออึง
128,33,1,จงโอบอ้อมถ่อมถดพระยศศักดิ์
129,33,2,ถ้าสูงนักแล้วก็เขาเข้าไม่ถึง
130,33,3,ครั้นต่ำนักมักจะผิดคิดรำพึง
131,33,4,พอก้ำกึ่งกลางนั้นขยันนัก
132,34,1,อันความคิดวิทยาเหมือนอาวุธ
133,34,2,ประเสริฐสุดซ่อนใส่เสียในฝัก
134,34,3,สงวนคมสมนึกในฮึกฮัก
135,34,4,จึงค่อยชักเชือดฟันให้บรรลัย
136,35,1,จับให้มั่นคั้นหมายให้วายวอด
137,35,2,ช่วยให้รอดรักให้ชิดพิสมัย
138,35,3,ตัดให้ขาดปรารถนาหาสิ่งใด
139,35,4,เพียรจงได้ดังประสงค์ที่ตรงตี
140,36,1,ธรรมดาว่ากษัตริย์อัติเรก
141,36,2,เป็นองค์เอกอำนาจดังราชสีห์
142,36,3,เสียงสังหารผลาญสัตว์ในปัถพี
143,36,4,เหตุเพราะมีลมปากนั้นมากนัก
144,37,1,เหมือนหน่อเนื้อเชื้อวงศ์ที่องอาจ
145,37,2,ย่อมเปรื่องปราชญ์ปรากฏเพราะยศศักดิ์
146,37,3,ผู้ใหญ่น้อยพลอยมาสามิภักดิ์
147,37,4,ได้พร้อมพรักทั้งปัญญาบารมี
148,38,1,ถ้าคร้านเกียจเกียรติยศก็ถดถอย
149,38,2,ข้าไทพลอยแพลงพลิกออกหลีกหนี
150,38,3,ต้องเศร้าสร้อยน้อยหน้าทั้งตาปี
151,38,4,ทูลดังนี้กลัวจะเป็นเหมือนเช่นนั้น
152,39,1,ด้วยไหนไหนก็ได้มาสามิภักดิ์
153,39,2,หมายจะรักพระไปกว่าจะอาสัญ
154,39,3,จึงทูลความตามจริงทุกสิ่งอัน
155,39,4,ล้วนสำคัญขออย่าให้ผู้ใดดู
156,40,1,พระผ่านเกล้าเจ้าฟ้าบรรดาศักดิ์
157,40,2,แม้นไม่รักษายศจะอดสู
158,40,3,ซึ่งยศศักดิ์จักประกอบจำรอบรู้
159,40,4,ได้เชิดชูช่วยเฉลิมให้เพิ่มพูน
160,41,1,อันเผ่าพงศ์วงศาสุรารักษ์
161,41,2,สามิภักดิ์พึ่งปิ่นบดินทร์สูรย์
162,41,3,ที่สิ่งไรไม่ทราบได้กราบทูล
163,41,4,จึงเพิ่มพูนภาคหน้าปรีชาชาญ
164,42,1,ประเพณีที่บำรุงกรุงกษัตริย์
165,42,2,ปฏิพัทธิ์ผ่อนผันตามบรรหาร
166,42,3,ต่างพระทัยนัยน์เนตรสังเกตการ
167,42,4,ตามบุราณเรื่องราชานุวัติ
168,43,1,จงพากเพียรเรียนไว้จะได้ทราบ
169,43,2,ทั้งกลอนกาพย์การกลปรนนิบัติ
170,43,3,หนึ่งแข็งอ่อนผ่อนผันให้สันทัด
171,43,4,ตามกษัตริย์สุริย์วงศ์ดำรงดิน
172,44,1,อนึ่งแยบยลกลความสงครามศึก
173,44,2,ย่อมเหลือลึกล้ำมหาชลาสินธุ์
174,44,3,เร่งฝึกฝนกลการผลาญไพริน
175,44,4,ให้รู้สิ้นรู้ให้มั่นกันนินทา
176,45,1,อันข้าไทได้พึ่งเขาจึงรัก
177,45,2,แม้นถอยศักดิ์สิ้นอำนาจวาสนา
178,45,3,เขาหน่ายหนีมิได้อยู่คู่ชีวา
179,45,4,แต่วิชาช่วยกายจนวายปราณ
180,46,1,ซึ่งเปรียบปรายหมายเหมือนเตือนพระบาท
181,46,2,ให้เปรื่องปราชญ์ปรีชาศักดาหาญ
182,46,3,แม้นหากว่าฝ่าละอองไม่ต้องการ
183,46,4,โปรดประทานโทษกรณ์ที่สอนเกิน
184,47,1,ด้วยรักใคร่ได้มาเป็นข้าบาท
185,47,2,จะบำราศแรมร้างไปห่างเหิน
186,47,3,เป็นห่วงหลังหวังใจให้เจริญ
187,47,4,ใช่จะเชิญชวนชั่วให้มัวมอม
188,48,1,พระมีคุณอุ่นอกเมื่อตกยาก
189,48,2,ถึงตัวจากแต่จิตสนิทสนอม
190,48,3,จะจำไปไพรพนมด้วยตรมตรอม
191,48,4,ทูลกระหม่อมเหมือนหนึ่งแก้วแววนัยนา
192,49,1,พระองค์น้อยเนตรซ้ายไม่หมายร้าง
193,49,2,พระองค์กลางอยู่เกศเหมือนเนตรขวา
194,49,3,ความรักใคร่ไม่ลืมปลื้มวิญญาณ์
195,49,4,ได้พึ่งพาพบเห็นค่อยเย็นทรวง
196,50,1,สามิภักดิ์รักใคร่จะไปเฝ้า
197,50,2,พระทูลเกล้าก็ยังอยู่ที่วังหลวง
198,50,3,จะสั่งใครไปเล่าเขาก็ลวง
199,50,4,ต้องนิ่งง่วงเหงาอกตกตะลึง
200,51,1,ครั้นหาของต้องประสงค์ส่งถวาย
201,51,2,ก็สูญหายเสียมิได้เข้าไปถึง
202,51,3,ทุกค่ำเช้าเศร้าจิตคิดรำพึง
203,51,4,ด้วยลึกซึ้งสุดจิตจะติดตาม
204,52,1,จะร่ำลักษณ์อักษรเป็นกลอนกาพย์
205,52,2,ทูลให้ทราบสิ้นเสร็จก็เข็ดขาม
206,52,3,กตัญญูสู้อุตส่าห์พยายาม
207,52,4,ไม่ลืมความรักใคร่อาลัยลาน
208,53,1,ถึงลับหลังยังช่วยอวยสวัสดิ์
209,53,2,ให้สมบูรณ์พูนสมบัติพัสถาน
210,53,3,คอยถามข่าวชาววังฟังอาการ
211,53,4,ได้ทราบสารว่าเป็นสุขทุกพระองค์
212,54,1,พลอยยินดีปรีดาประสายาก
213,54,2,เหมือนกาฝากฝ่าพระบาทดังราชหงส์
214,54,3,ไม่หายรักมักรำลึกนึกจำนง
215,54,4,ไม่เห็นองค์เห็นแต่ฟ้าก็อาวรณ์
216,55,1,จึงพากเพียรเขียนความตามสุภาพ
217,55,2,หวังให้ทราบเรื่องลักษณ์ในอักษร
218,55,3,จะได้วางข้างพระแท่นแทนสุนทร
219,55,4,ที่จากจรแต่ใจอาลัยลาน
220,56,1,ซึ่งทูลเตือนเหมือนจะชูให้รู้รอบ
221,56,2,ขอความชอบตราบกัลปาวสาน
222,56,3,อย่าฟังพ้องสองโสตจงโปรดปราน
223,56,4,ด้วยลมพาลพานพัดอยู่อัตรา
224,57,1,จงสอดส่องตรองตรึกให้ลึกซึ้ง
225,57,2,เป็นที่พึ่งผ่อนผันให้หรรษา
226,57,3,ถึงแม้นมาตรขาดเด็ดไม่เมตตา
227,57,4,กรุณาแต่หนังสืออย่าถือความ
228,58,1,อนึ่งคำนำถวายหมายว่าชอบ
229,58,2,แม้นทรงสอบเสียวทราบว่าหยาบหยาม
230,58,3,อย่าเฉียวฉุนหุนหวนว่าลวนลาม
231,58,4,เห็นแต่ความรักโปรดซึ่งโทษกรณ์
232,59,1,แม้นเห็นจริงสิ่งสวัสดิ์อย่าผัดเพี้ยน
233,59,2,เร่งร่ำเรียนตามคำที่พร่ำสอน
234,59,3,ดูดินฟ้าหน้าหนาวฤๅคราวร้อน
235,59,4,เร่งผันผ่อนพากเพียรเรียนวิชา
236,60,1,ซึ่งประโยชน์โพธิญาณเป็นการเนิ่น
237,60,2,พอจำเริญรู้ธรรมคำคาถา
238,60,3,ถือที่ข้ออรหัตวิปัสสนา
239,60,4,เป็นวิชาฝ่ายพุทธนี้สุดดี
240,61,1,ข้างฝ่ายไสยไตรเพทวิเศษนัก
241,61,2,ให้ยศศักดิ์สูงสง่าเป็นราศี
242,61,3,สืบตระกูลพูนสวัสดิ์ในปัถพี
243,61,4,ได้เป็นที่พึ่งพาเหล่าข้าไท
244,62,1,ซึ่งทูลความตามซื่ออย่าถือโทษ
245,62,2,ถ้ากริ้วโกรธตรัสถามตามสงสัย
246,62,3,ด้วยวันออกนอกพรรษาขอลาไป
247,62,4,เหลืออาลัยทูลกระหม่อมให้ตรอมทรวง
248,63,1,เคยฉันของสองพระองค์ส่งถวาย
249,63,2,มิได้วายเว้นหน้าท่านข้าหลวง
250,63,3,จะแลลับดับเหมือนดังเดือนดวง
251,63,4,ที่แลล่วงลับฟ้าสุธาธาร
252,64,1,ถึงมาเฝ้าเล่าที่ไหนจะได้เห็น
253,64,2,ด้วยว่าเป็นขอบเขตนิเวศน์สถาน
254,64,3,จะตั้งแต่แลลับอัประมาณ
255,64,4,เห็นเนิ่นนานนึกน่าน้ำตากระเด็น
256,65,1,ต่อโสกันต์วันพระองค์ทรงสิกขา
257,65,2,จะได้มานอบนบได้พบเห็น
258,65,3,ให้ใช้สอยคอยเฝ้าทุกเช้าเย็น
259,65,4,มิให้เต้นโลดคะนองทั้งสององค์
260,66,1,ด้วยเหตุว่าฝ่าพระบาทได้ขาดเสร็จ
261,66,2,โดยสมเด็จประทานตามความประสงค์
262,66,3,ทูลกระหม่อมยอมในพระทัยปลง
263,66,4,ถวายองค์อนุญาตเป็นขาดคำ
264,67,1,ในวันนั้นวันอังคารพยานอยู่
265,67,2,ปีฉลูเอกศกแรมหกค่ำ
266,67,3,ขอละอองสองพระองค์จงทรงจำ
267,67,4,อย่าเชื่อคำคนอื่นไม่ยืนยาว
268,68,1,อย่างหม่อมฉันอันที่ดีแลชั่ว
269,68,2,ถึงลับตัวก็แต่ชื่อเขาลือฉาว
270,68,3,เป็นอาลักษณ์นักเลงทำเพลงยาว
271,68,4,เขมรลาวลือเลื่องถึงเมืองนคร
272,69,1,แผ่นดินหลังครั้งพระโกศก็โปรดเกศ
273,69,2,ฝากพระเชษฐานั้นให้ฉันสอน
274,69,3,สิ้นแผ่นดินสิ้นบุญของสุนทร
275,69,4,ฟ้าอาภรณ์แปลกพักตร์อาลักษณ์เดิม
276,70,1,หากสมเด็จเมตตาว่าข้าเก่า
277,70,2,ประทานเจ้าครอกฟ้าบูชาเฉลิม
278,70,3,ไม่ลืมคุณทูลกระหม่อมเหมือนจอมเจิม
279,70,4,จะขอเพิ่มพูนพระยศให้งดงาม
280,71,1,เผื่อข้าไทไม่มีถึงที่ขัด
281,71,2,กับหนูพัดหนูตาบจะหาบหาม
282,71,3,สองพระองค์จงอุตส่าห์พยายาม
283,71,4,ประพฤติตามแต่พระบาทมาตุรงค์
284,72,1,รักพระยศอตส่าห์รักษาสัตย์
285,72,2,พูนสวัสดิ์สังวาสตามราชหงส์
286,72,3,เห็นห้วยหนองคลองน้อยอย่าลอยลง
287,72,4,จะเสียทรงสีทองละอองนวล
288,73,1,สกุลกาสาธารณ์ถึงพานพบ
289,73,2,อย่าควรคบคิดรักศักดิ์สงวน
290,73,3,เหมือนชายโฉดโหดไร้ที่ไม่ควร
291,73,4,อย่าชักชวนชิดใช้ให้ใกล้องค์
292,74,1,อันนักปราชญ์ราชครูเหมือนคูหา
293,74,2,เป็นที่อาศัยสกุลประยูรหงส์
294,74,3,จงสิงสู่อยู่แต่ห้องทองประจง
295,74,4,กว่าจะทรงปีกกล้าถาทะยาน
296,75,1,ขึ้นร่อนเร่เวหนให้คนเห็น
297,75,2,ว่าชาติเช่นหงสาศักดาหาญ
298,75,3,ได้ปรากฏยศยงตามวงศ์วาน
299,75,4,พระทรงสารศรีเศวตเกศกุญชร
300,76,1,ควรมิควรส่วนผลาอานิสงส์
301,76,2,ซึ่งรูปทรงสังวรรัตน์ประภัสสร
302,76,3,ให้สี่องค์ทรงมหาสถาวร
303,76,4,ถวายพรพันวษาขอลาเอย
